iter	Logloss
166	0.03274152058
167	0.03211059117
168	0.03183496084
169	0.03157329186
170	0.03155591133
171	0.03148349863
172	0.0313479586
173	0.03054784258
174	0.03001566096
175	0.02981436177
176	0.02934605599
177	0.02880584391
178	0.0284209033
179	0.02809251593
180	0.02790820176
181	0.0278945158
182	0.02778956358
183	0.02756494743
184	0.02717553786
185	0.02709767664
186	0.02708583334
187	0.02678262778
188	0.02642074169
189	0.02593465247
190	0.02579563782
191	0.02542962468
192	0.0249448939
193	0.02490994247
194	0.02470350158
195	0.02453069249
196	0.02423389651
197	0.02401908879
198	0.02389517952
199	0.02351678895
200	0.02326720354
201	0.02295544264
202	0.0227242746
203	0.02241922084
204	0.02220409892
205	0.02206873078
206	0.02173076417
207	0.02145895963
208	0.02134243025
209	0.02107613336
210	0.02082790823
211	0.02053093113
212	0.02033682886
213	0.02032777635
214	0.02014306481
215	0.01991183393
216	0.01978087931
217	0.01962270431
218	0.01924903775
219	0.01895814494
220	0.01875271132
221	0.01860560707
222	0.01840136185
223	0.01828153527
224	0.01820515632
225	0.01801811049
226	0.0179241551
227	0.01781448627
228	0.0177344146
229	0.01762106783
230	0.01752117231
231	0.01751256521
232	0.01739876564
233	0.01734399036
234	0.01720985313
235	0.01702099421
236	0.0169449313
237	0.01691271153
238	0.01684980785
239	0.01660693327
240	0.01650565344
241	0.01649342201
242	0.01636796211
243	0.01609854175
244	0.01609327806
245	0.01596795122
246	0.01574842873
247	0.01567996379
248	0.01560233915
249	0.0155930168
250	0.01537695784
251	0.01531889091
252	0.01514306185
253	0.01511606326
254	0.01504699673
255	0.01499441528
256	0.01494627506
257	0.01479169297
258	0.01472346368
259	0.01457431532
260	0.01449551245
261	0.01428684354
262	0.01411016985
263	0.01401463332
264	0.0138319391
265	0.01380323554
266	0.01369963436
267	0.0136953918
268	0.01366942821
269	0.01361435999
270	0.01345826422
271	0.0133163331
272	0.01320094315
273	0.01310264724
274	0.01293449378
275	0.01278059461
276	0.01278053177
277	0.01274599065
278	0.01270906442
279	0.01266852218
280	0.01257917344
281	0.01253651131
282	0.0124764631
283	0.01243433694
284	0.01243426671
285	0.01234435427
286	0.0123442748
287	0.01231910408
288	0.01222321177
289	0.0121628928
290	0.0121584183
291	0.01215416095
292	0.01214476375
293	0.01201300701
294	0.01196058819
295	0.01195677442
296	0.01194982794
297	0.0119463182
298	0.0118992176
299	0.01178882334
300	0.01165153861
301	0.01162124467
302	0.01155621185
303	0.01148542926
304	0.01148546438
305	0.01137736097
306	0.01128975694
307	0.01119583204
308	0.01119584683
309	0.01117756623
310	0.01117766788
311	0.01109153225
312	0.01103552976
313	0.01094470893
314	0.01085148727
315	0.01073295906
316	0.01065866396
317	0.01059485281
318	0.01045129989
319	0.0104027124
320	0.01037710089
321	0.01034415662
322	0.01026943551
323	0.01017809903
324	0.01017809163
325	0.01012481248
326	0.01009573928
327	0.01009578179
328	0.01007947045
329	0.009982836082
330	0.009929428479
331	0.00987998158
332	0.00986392714
333	0.009722550484
334	0.009707497772
335	0.009697437988
336	0.009662432969
337	0.009595935448
338	0.009579042847
339	0.009505899177
340	0.009449052063
341	0.009341748929
342	0.009256905193
343	0.00925634611
344	0.009225910781
345	0.009149187137
346	0.009066641644
347	0.008983003862
348	0.008955382426
349	0.00893045475
350	0.008859159287
351	0.008843714755
352	0.008799843893
353	0.008724309569
354	0.008655805821
355	0.00861235173
356	0.00857390258
357	0.008529340489
358	0.008483478186
359	0.008474668713
360	0.008440904765
361	0.008384106628
362	0.008324762587
363	0.008278397572
364	0.008211868631
365	0.008153661237
366	0.008139450382
367	0.008124506714
368	0.008121769521
369	0.008121781534
370	0.008102763496
371	0.008039456903
372	0.007988184901
373	0.007937104188
374	0.007830330566
375	0.007830338883
376	0.007789144223
377	0.007789069371
378	0.007739424714
379	0.007729340903
380	0.007712023215
381	0.007692938641
382	0.007682553111
383	0.007611582469
384	0.007591584882
385	0.007591412999
386	0.007549765991
387	0.007522393601
388	0.007510773007
389	0.007497328234
390	0.007453181065
391	0.007441504101
392	0.007441475916
393	0.007431880493
394	0.007431879107
395	0.007431887424
396	0.007422655174
397	0.007380555818
398	0.007313236769
399	0.007311297539
400	0.007311240244
401	0.007290764434
402	0.007245206161
403	0.007197818626
404	0.007180479221
405	0.007162678226
406	0.007117722006
407	0.007089395479
408	0.00707891569
409	0.007017869452
410	0.006968341232
411	0.006968255753
412	0.006962914438
413	0.006960975208
414	0.006958429305
415	0.00692983756
416	0.006920645047
417	0.006908595669
418	0.006888381842
419	0.006831728327
420	0.006794867248
421	0.00675907397
422	0.006731049625
423	0.006690639067
424	0.00666566611
425	0.006640801273
426	0.006616090761
427	0.006536596656
428	0.006513756067
429	0.006513839698
430	0.006513629002
431	0.006503717999
432	0.006485316337
433	0.006433771725
434	0.006401063103
435	0.006368299958
436	0.006352559713
437	0.006338017106
438	0.006299230658
439	0.006282725256
440	0.0062686447
441	0.006268481596
442	0.006246872374
443	0.006196734708
444	0.006184163212
445	0.006156648972
446	0.006136719769
447	0.006125632382
448	0.006089955079
449	0.00608982478
450	0.00608905223
451	0.006077702861
452	0.006066538311
453	0.006062254632
454	0.006045031202
455	0.006017236035
456	0.005955568799
457	0.005924985152
458	0.005925092347
459	0.00590406762
460	0.005890371029
461	0.005841242484
462	0.005821518893
463	0.005794785982
464	0.005767581317
465	0.005767512009
466	0.005767461183
467	0.005767437157
468	0.005767475969
469	0.005767386331
470	0.005749515567
471	0.005749455962
472	0.00574816268
473	0.005748104
474	0.005723971976
475	0.005724008016
476	0.00572400894
477	0.00572400894
478	0.00571282175
479	0.005700301542
480	0.00568870174
481	0.005641361796
482	0.005641374734
483	0.005638060439
484	0.005613058373
485	0.005571172484
486	0.005571138754
487	0.005561285507
488	0.005537276389
489	0.005535903172
490	0.005535904096
491	0.005535902248
492	0.005535782115
493	0.005535872215
494	0.005508277116
495	0.005508294674
496	0.005483875254
497	0.005483697827
498	0.005475744997
499	0.005467941872
